blocks,total_calls,total_self_wall_ms,min_block_ms,max_block_ms,avg_block_ms,p50_block_ms,p95_block_ms,p99_block_ms,top1_share_pct,top3_share_pct
15000,48440451,932669.177,15.662,1618.188,62.178,33.312,209.287,619.468,0.2,0.5
