blocks,total_calls,total_self_wall_ms,min_block_ms,max_block_ms,avg_block_ms,p50_block_ms,p95_block_ms,p99_block_ms,top1_share_pct,top3_share_pct
15000,72790720,14379.954,0.0,98.685,0.959,0.001,2.593,25.59,0.7,2.0
