stacks_tx_id,tx_hash,synthetic_block_id,stacks_block_height,duration_ms,clarity_runtime,clarity_read_count,clarity_read_length,clarity_write_count,clarity_write_length
11046,05bb7eea2f1ba90be59c5b5b1005ead7d554dd3707e326c0fe635fedb4dc20b5,662,5001661,2243.254,37774975,6369,22735827,401,30218
11101,510793e07753b08d05f9182d11addf0ecdda2948d536089c16ceca36cf0e2c76,633,5001632,2172.597,35745941,6124,21254991,401,30218
11102,c3c0a8e4a6cea62e58020edf4733a8edbb1d418466397a34ca2771d1cad761bb,631,5001630,2162.843,35745941,6124,21254991,401,30218
11098,94eb0ed0df66ccfb2055447bb27247bd64578430a5812f9e0d9a5a1f2310810e,632,5001631,2119.615,35456079,6089,21043443,401,30218
10986,bc7e281c3fefdfab13225e7056f91c3a5fac6cc892741a7d5f5b63fcc9a1c5a0,699,5001698,1957.376,32848129,5774,19139743,401,30362
8837,1027da2f6abb04aecab9dcd14efc5221b0445cac4cd6e643315eaa1d7c44688e,2245,5003244,1505.041,37774975,6369,22735827,401,30218
8871,e403c3341a2d99607b1166bd4d54ae698e8416c032f02f9ca84ca3205400a6f2,2220,5003219,1494.312,35456079,6089,21043443,401,30218
8867,57a9bcc2e05c08bfcd4c9f1298505f1f5d2a926ce91f5393ffcb5233f99c2377,2221,5003220,1458.125,35745941,6124,21254991,401,30218
10874,c81abb8e46f3e966e23a36578d3df3a0150a72b794022ddcc6e73f660dd5f5de,772,5001771,1457.635,37774975,6369,22735827,401,30218
10871,119ca0241e87cfcf8e8a652b6fab3156b4a57a72f2327cd1323f527564bef148,771,5001770,1439.936,35745941,6124,21254991,401,30218
10978,115b4c31366c96ac4ed606500c18d3e984187ca87d488bac6f1ee59b933a13e3,700,5001699,1436.384,26515844,4025,17183884,184,13690
8913,ffec948e20c307541a41a069973705f90b9c2dbeeabea5a41dcf1a3e3efd3155,2199,5003198,1426.599,35745941,6124,21254991,401,30218
10877,e5a54dccf75dc28f69e70dad33aadfeac5cf6c541c3aacb28927e31be0c3c28b,769,5001768,1387.245,35745941,6124,21254991,401,30218
10876,40fe0fb9030d6b8f519299eaaa738e172edbc675652e2efc2342ac9e23ccdafa,770,5001769,1359.565,35456079,6089,21043443,401,30218
8799,7447f485cf03b9037a7acc5d6702e9488c7a255f9b32b4d232079d079e06d761,2272,5003271,1335.35,32848129,5774,19139743,401,30362
10793,8c8a6067555a1e9f01583846ae9d98f4d2d0b785b8b8999c5cf2910be87b8896,827,5001826,1285.15,32848129,5774,19139743,401,30362
11018,d04db3b1718093be207859fea890e914de98a0b9388708afec7610fe8642c038,675,5001674,1229.777,17774497,3954,8139015,401,30218
11044,afdbcd0806b2a22c9e08b9d6def72a93d81755b4d491a0162b1fe3f9fd59ddea,663,5001662,1162.046,15745463,3709,6658179,401,30218
11026,d083a3c3f9d6aabe0a5d3efaccfee3158525ea4c8e929b43001a10e41208996f,674,5001673,1138.873,14586015,3569,5811987,401,30218
11040,cae903ec1d446fa07bef7b5334d77fe4202256561e31e9cde2ff8e5287939026,664,5001663,1067.105,13136705,3394,4754247,401,30218
