run_id,run_name,start_time,end_time,duration_secs,git_commit_hash,git_branch,git_dirty,build_profile,build_opt_level,build_rustc_version,args_json,blocks_processed,txs_processed,profiler_records,distinct_spans,total_block_duration_ms
1,baseline-20260514-160342,"2026-05-14 14:13:19.832004","2026-05-14 14:46:49.175704",2009,3FB8C2F1C1A8DCF3FD6EF6244BECC7E317273490,main,1,release,3,"rustc 1.94.0 (4a4ef493e 2026-03-02)","{""source_dir"":""/Volumes/Extern/mainnet.compressed"",""start_at"":{""Height"":5000000},""network"":""Mainnet"",""block_count"":10000,""repetitions"":10,""calibration"":20,""warmup"":1000,""no_profiler_kv"":false,""include_pre_nakamoto_blocks"":false,""shadow_dir_root"":""/Volumes/Extern/.stacks-bench-shadows"",""name"":""baseline-20260514-160342""}",9000,11995,9263294,974,568072.816
