blocks,total_calls,total_self_wall_ms,min_block_ms,max_block_ms,avg_block_ms,p50_block_ms,p95_block_ms,p99_block_ms,top1_share_pct,top3_share_pct
15000,5838744,1808.737,0.006,5.395,0.121,0.017,0.679,2.293,0.3,0.8
