run_id,run_name,start_time,end_time,duration_secs,git_commit_hash,git_branch,git_dirty,build_profile,build_opt_level,build_rustc_version,args_json,blocks_processed,txs_processed,profiler_records,distinct_spans,total_block_duration_ms
6,baseline-20260611-172955,"2026-06-11 17:37:53.664115","2026-06-11 19:52:09.930258",8056,AB54F9DDE79C359B3B2D55E7EC821652CC167681,main,0,release,3,"rustc 1.94.0 (4a4ef493e 2026-03-02)","{""source_dir"":""/Volumes/Extern/mainnet.compressed"",""start_at"":{""Height"":7300000},""network"":""Mainnet"",""block_count"":15000,""repetitions"":10,""calibration"":20,""warmup"":0,""no_profiler"":false,""no_profiler_kv"":false,""include_pre_nakamoto_blocks"":false,""storage_deltas"":false,""shadow_dir_root"":""/Volumes/Extern/.stacks-bench-shadows"",""name"":""baseline-20260611-172955""}",15000,30901,21975655,1200,2864925.892
