issuer,contract,function,call_count,total_ms,avg_ms
SP1HFCRKEJ8BYW4D0E3FAWHFDX8A25PPAA83HWWZ9,dual-stacking-v2_1_0,capture-snapshot-balances-optimizer,100,126337.59,1263.376
