blocks,total_calls,total_self_wall_ms,min_block_ms,max_block_ms,avg_block_ms,p50_block_ms,p95_block_ms,p99_block_ms,top1_share_pct,top3_share_pct
15000,1038880,297586.638,0.023,978.535,19.839,2.776,45.416,491.435,0.3,1.0
