span_id,context,name,wall_ms,self_wall_ms,total_calls,distinct_blocks,pct_blocks,distinct_txs,pct_txs
94,blockstack_lib::chainstate::stacks::index::storage::TrieStorageTransaction,flush_to,105967.69,1210.85,15000,15000,100.0,0,0.0
130,clarity::vm::database::clarity_db::ClarityDatabase,lookup_variable_with_size,75078.58,1180.99,1392548,7435,49.6,12997,42.1
17,clarity::vm::database::key_value_wrapper::RollbackWrapper,get_metadata,305389.17,1142.81,3792964,15000,100.0,15513,50.2
132,clarity::builtin,map-set,67406.32,1093.81,393146,6458,43.1,11408,36.9
129,clarity::builtin,var-get,76116.11,1037.53,1392548,7435,49.6,12997,42.1
149,clarity::builtin,>,2785.31,1009.46,1210318,4528,30.2,6202,20.1
25,clarity::builtin,map-get?,112236.23,965.87,851815,15000,100.0,11030,35.7
975,clarity::user::private,fold-withdraw-liquidity-multi,384694.73,945.86,140215,747,5.0,765,2.5
135,clarity::builtin,ok,912.82,912.82,1773753,7903,52.7,14367,46.5
54,blockstack_lib::clarity_vm::database::marf::PersistentWritableMarfStore,get_block_at_height,126070.04,886.43,3781124,15000,100.0,15504,50.2
160,clarity::builtin,/,871.74,871.74,2195096,3649,24.3,4933,16.0
59,blockstack_lib::clarity_vm::database::marf::PersistentWritableMarfStore,put_all_data,324458.18,851.26,61461,15000,100.0,30901,100.0
3,blockstack_lib::clarity_vm::clarity::ClarityInstance,eval_read_only,15645.73,847.77,15000,15000,100.0,0,0.0
88,stacks_bench::replay,"Segment: Clarity State Commit",199841.17,808.19,15000,15000,100.0,0,0.0
172,clarity::builtin,print,7486.06,783.56,490008,4709,31.4,7396,23.9
122,clarity::builtin,and,49953.32,762.53,482598,4654,31.0,5799,18.8
134,clarity::vm::database::clarity_db::ClarityDatabase,inner_set_entry,36754.8,676.24,393201,6467,43.1,11424,37.0
340,clarity::builtin,slice?,1172.38,675.22,112438,1473,9.8,1701,5.5
127,clarity::builtin,try!,645.95,645.95,1230296,7172,47.8,11944,38.7
64,stacks_bench::replay,"Segment: Tx Execution",1569248.25,570.58,15000,15000,100.0,0,0.0
28,clarity::vm::database::clarity_db::ClarityDatabase,get_value,184933.23,564.5,2592785,15000,100.0,14228,46.0
137,clarity::builtin,unwrap!,534.42,534.42,1185211,3970,26.5,6421,20.8
142,clarity::builtin,-,530.52,530.52,1242568,3882,25.9,5266,17.0
152,clarity::builtin,or,3802.97,517.07,321969,3353,22.4,4225,13.7
421,clarity::user::private,D-for-loop,21631.96,477.34,230784,123,0.8,123,0.4
34,blockstack_lib::clarity_vm::clarity::ClarityInstance,begin_block,65249.39,471.55,15000,15000,100.0,0,0.0
171,clarity::vm::database::clarity_db::ClarityDatabase,get_nft_owner,29865.01,454.05,272749,1658,11.1,1756,5.7
106,clarity::vm::database::clarity_db::ClarityDatabase,get_contract_size,131807.16,447.54,839689,8416,56.1,15492,50.1
126,clarity::builtin,begin,437.54,437.54,687504,6635,44.2,10581,34.2
235,clarity::builtin,append,1297.93,425.98,330705,1892,12.6,2132,6.9
43,blockstack_lib::chainstate::stacks::index::marf::MarfTransaction,insert_batch,108116.88,413.73,106461,15000,100.0,30901,100.0
40,blockstack_lib::chainstate::stacks::index::storage::TrieStorageTransaction,flush,41342.96,387.15,45000,15000,100.0,0,0.0
204,clarity::builtin,as-max-len?,3482.74,384.47,391547,1907,12.7,2148,7.0
430,clarity::user::private,fold-d-for-loop,11503.43,374.98,185088,192,1.3,205,0.7
116,clarity::builtin,default-to,362.77,362.77,644392,5629,37.5,7901,25.6
1031,clarity::user::private,iter-unpack-u16,6233.39,356.98,188544,167,1.1,169,0.5
183,clarity::builtin,ft-transfer?,4136.39,353.71,85440,3189,21.3,5381,17.4
978,clarity::builtin,nft-burn?,13472.53,339.59,90492,1096,7.3,1127,3.6
202,clarity::builtin,concat,1599.91,334.33,49200,646,4.3,656,2.1
166,clarity::builtin,match,47629.53,331.26,212154,3521,23.5,5757,18.6
120,clarity::builtin,>=,1811.8,330.2,361168,5486,36.6,7351,23.8
125,clarity::vm::database::clarity_db::ClarityDatabase,get_ft_balance,21184.71,317.64,276635,5422,36.1,8521,27.6
147,clarity::builtin,unwrap-panic,316.4,316.4,697425,2858,19.1,3444,11.1
92,clarity::vm::database::sqlite::SqliteConnection,commit_metadata_to,296.64,296.64,15000,15000,100.0,0,0.0
985,clarity::user::private,fold-add-liquidity-multi,386882.84,295.19,65214,577,3.8,592,1.9
44,blockstack_lib::chainstate::stacks::index::marf::MARF,insert_leaf_in_batch,106966.71,285.16,1205525,15000,100.0,30901,100.0
1032,clarity::user::private,unpack-u16-at,2500.18,283.11,188544,167,1.1,169,0.5
170,clarity::builtin,nft-mint?,10955.63,275.77,91097,1389,9.3,1456,4.7
977,clarity::user::private,tag-pool-token-id,38287.08,271.3,90777,1104,7.4,1136,3.7
144,clarity::builtin,<=,845.91,266.07,295999,3622,24.1,4364,14.1
146,clarity::builtin,element-at?,237.01,237.01,98149,1773,11.8,2093,6.8
57,blockstack_lib::clarity_vm::clarity::ClarityTransactionConnection,with_clarity_db,32328.08,226.58,107553,15000,100.0,30901,100.0
976,clarity::user::private,get-balance-or-default,12334.91,222.68,90794,1117,7.4,1150,3.7
74,blockstack_lib::chainstate::nakamoto::miner::NakamotoBlockBuilder,mine_nakamoto_block,489686.0,218.44,15000,15000,100.0,0,0.0
72,clarity::vm::functions::assets,stx_transfer_consolidated,15048.16,217.44,46969,13099,87.3,18958,61.4
71,blockstack_lib::clarity_vm::clarity::ClarityTransactionConnection,with_abort_callback,1227684.84,216.4,29808,14813,98.8,29808,96.5
39,blockstack_lib::chainstate::stacks::index::storage::TrieStorageTransaction,extend_to_block,239.19,212.98,30000,15000,100.0,0,0.0
1014,clarity::user::private,mask-to-list-iter,1663.2,206.03,116672,115,0.8,115,0.4
1044,clarity::user::private,resolve-interpolation-points,1591.65,202.34,94272,167,1.1,169,0.5
979,clarity::user::private,update-user-balance,34363.02,199.53,90777,1104,7.4,1136,3.7
189,clarity::builtin,merge,385.26,189.52,156183,2787,18.6,4698,15.2
58,clarity::vm::database::clarity_db::ClarityDatabase,put_data,177.13,177.13,529685,15000,100.0,30901,100.0
123,clarity::builtin,ft-mint?,1608.91,171.78,50316,3256,21.7,3715,12.0
